comment_id,video_id,video_title,comment,cleaned_comment,processed_comment
155,TcMBFSGVi1c,Avengers Endgame Trailer,"11th January 2026
11 months and 6 days to Doomsday","th january 
 months and  days to doomsday",th january month day doomsday
156,TcMBFSGVi1c,Avengers Endgame Trailer,Doctor Doom is under disguise as iron man huh,doctor doom is under disguise as iron man huh,doctor doom disguise iron man huh
157,TcMBFSGVi1c,Avengers Endgame Trailer,Still gives me goosebumps,still gives me goosebumps,still give goosebump
158,TcMBFSGVi1c,Avengers Endgame Trailer,I'm watching this 6 years Later and  it's giving ai generated trailer,i am watching this  years later and  it is giving ai generated trailer,watching year later giving ai generated trailer
159,TcMBFSGVi1c,Avengers Endgame Trailer,"10th January 2026
11 months and 7 days to Doomsday","th january 
 months and  days to doomsday",th january month day doomsday
160,TcMBFSGVi1c,Avengers Endgame Trailer,Only two Avengers films left,only two avengers films left,two avenger film left
161,TcMBFSGVi1c,Avengers Endgame Trailer,Anyone in 2026 ?,anyone in  ,anyone
162,TcMBFSGVi1c,Avengers Endgame Trailer,"BTW no footage for, Thanks 😂",btw no footage for thanks ,btw no footage thanks
163,TcMBFSGVi1c,Avengers Endgame Trailer,I don’t know how Doomsday will live up to this hype,i dont know how doomsday will live up to this hype,dont know doomsday live hype
164,TcMBFSGVi1c,Avengers Endgame Trailer,Anybody here january 2026?,anybody here january ,anybody january
165,TcMBFSGVi1c,Avengers Endgame Trailer,Now how do you have doomsday without him 🥺🕊️,now how do you have doomsday without him ,doomsday without
166,TcMBFSGVi1c,Avengers Endgame Trailer,It’s been 6 years..,its been  years,year
167,TcMBFSGVi1c,Avengers Endgame Trailer,"Please save us back, our *Avengers,* whatever it takes…

• Captain America // Steve Rogers 🇺🇸 *[Chris Evans]*
• Iron Man // Tony Stark 🤖 *[Robert Downey Jr.]*
• The Hulk // Bruce Banner 👊 *[Mark Ruffalo]*
• Thor Odinson ⚡️ *[Chris Hemsworth]*
• Black Widow // Natasha Romanoff 💥 *[Scarlett Johansson]*
• Hawkeye // Clint Barton 🏹 *[Jeremy Renner]*
• War Machine // James Rhodes 🤖 *[Don Cheadle]*
• Ant-Man // Scott Lang 🐜 *[Paul Rudd]*
• Captain Marvel // Carol Danvers 💫 *[Brie Larson]*
• Nebula 🔵 *[Karen Gillan]*
• Rocket 🦝 *[Bradley Cooper]*
• Okoye ⚔️ *[Danai Gurira]*


*Our villain undefeated until now:*
• Thanos 🫰 *[Josh Brolin]*","please save us back our avengers whatever it takes

 captain america  steve rogers  chris evans
 iron man  tony stark  robert downey jr
 the hulk  bruce banner  mark ruffalo
 thor odinson  chris hemsworth
 black widow  natasha romanoff  scarlett johansson
 hawkeye  clint barton  jeremy renner
 war machine  james rhodes  don cheadle
 antman  scott lang  paul rudd
 captain marvel  carol danvers  brie larson
 nebula  karen gillan
 rocket  bradley cooper
 okoye  danai gurira


our villain undefeated until now
 thanos  josh brolin",please save u back avenger whatever take captain america steve rogers chris evans iron man tony stark robert downey jr hulk bruce banner mark ruffalo thor odinson chris hemsworth black widow natasha romanoff scarlett johansson hawkeye clint barton jeremy renner war machine james rhodes cheadle antman scott lang paul rudd captain marvel carol danvers brie larson nebula karen gillan rocket bradley cooper okoye danai gurira villain undefeated thanos josh brolin
168,TcMBFSGVi1c,Avengers Endgame Trailer,Endgame trailer in MY explore page??? Thank the heavens my algorithm is getting better lol,endgame trailer in my explore page thank the heavens my algorithm is getting better lol,endgame trailer explore page thank heaven algorithm getting better lol
169,TcMBFSGVi1c,Avengers Endgame Trailer,BniñasB,bniasb,bniasb
170,TcMBFSGVi1c,Avengers Endgame Trailer,"1:48  whatever it takes (oohhhh,ohhh) cuz I love the adrenaline in my veins",  whatever it takes oohhhhohhh cuz i love the adrenaline in my veins,whatever take oohhhhohhh cuz love adrenaline vein
171,TcMBFSGVi1c,Avengers Endgame Trailer,Doomsday,doomsday,doomsday
172,TcMBFSGVi1c,Avengers Endgame Trailer,The worst movie of MCU,the worst movie of mcu,worst movie mcu
173,TcMBFSGVi1c,Avengers Endgame Trailer,Tom Cruise as superior iron man in doomsday,tom cruise as superior iron man in doomsday,tom cruise superior iron man doomsday
174,TcMBFSGVi1c,Avengers Endgame Trailer,Anybody here January 2025?,anybody here january ,anybody january
175,TcMBFSGVi1c,Avengers Endgame Trailer,Anyone if jan 2026?,anyone if jan ,anyone jan
176,TcMBFSGVi1c,Avengers Endgame Trailer,thanos will return in doomsday,thanos will return in doomsday,thanos return doomsday
177,TcMBFSGVi1c,Avengers Endgame Trailer,9th January 2026,th january ,th january
178,TcMBFSGVi1c,Avengers Endgame Trailer,Reflex clicked into this because I can’t read,reflex clicked into this because i cant read,reflex clicked cant read
179,TcMBFSGVi1c,Avengers Endgame Trailer,Hopefully doomsday get this hype back again,hopefully doomsday get this hype back again,hopefully doomsday get hype back
180,TcMBFSGVi1c,Avengers Endgame Trailer,Anyone here from the Doomsday trailer?🙋,anyone here from the doomsday trailer,anyone doomsday trailer
181,TcMBFSGVi1c,Avengers Endgame Trailer,8th January 2026,th january ,th january
182,TcMBFSGVi1c,Avengers Endgame Trailer,Re release this movie in theatre.✨🙌😩,re release this movie in theatre,release movie theatre
183,TcMBFSGVi1c,Avengers Endgame Trailer,Los amo con mi vida entera ❤ jamás serán olvidados y serán los mejores,los amo con mi vida entera  jams sern olvidados y sern los mejores,los amo con mi vida enteron jam sern olvidados sern los mejores
184,TcMBFSGVi1c,Avengers Endgame Trailer,"Does anybody know, where in the movie is the Thor scene from 1.35 min mark in the trailer.",does anybody know where in the movie is the thor scene from  min mark in the trailer,anybody know movie thor scene min mark trailer
185,TcMBFSGVi1c,Avengers Endgame Trailer,Anyone  after the Doomsday trailer?,anyone  after the doomsday trailer,anyone doomsday trailer
186,TcMBFSGVi1c,Avengers Endgame Trailer,Days with freezing heart🥵,days with freezing heart,day freezing heart
187,TcMBFSGVi1c,Avengers Endgame Trailer,"It still gives me goosebumps...
I'm waiting for doomsday final trailer.","it still gives me goosebumps
i am waiting for doomsday final trailer",still give goosebump waiting doomsday final trailer
188,TcMBFSGVi1c,Avengers Endgame Trailer,No film will ever live up to this hype,no film will ever live up to this hype,no film ever live hype
189,TcMBFSGVi1c,Avengers Endgame Trailer,I want to go back in time to rewatch endgame when it was released,i want to go back in time to rewatch endgame when it was released,want go back time rewatch endgame released
190,TcMBFSGVi1c,Avengers Endgame Trailer,Who came here after watching (insert random Doomsday Trailer)? :D,who came here after watching insert random doomsday trailer d,came watching insert random doomsday trailer
191,TcMBFSGVi1c,Avengers Endgame Trailer,i miss tony stark.,i miss tony stark,miss tony stark
192,TcMBFSGVi1c,Avengers Endgame Trailer,I miss watching this movie,i miss watching this movie,miss watching movie
193,TcMBFSGVi1c,Avengers Endgame Trailer,Back than marvel was cooking,back than marvel was cooking,back marvel cooking
194,TcMBFSGVi1c,Avengers Endgame Trailer,Who's here After dooms day,whos here after dooms day,who doom day
195,TcMBFSGVi1c,Avengers Endgame Trailer,Whatever it takes,whatever it takes,whatever take
196,TcMBFSGVi1c,Avengers Endgame Trailer,The xmen will return in avengers doomsday,the xmen will return in avengers doomsday,xmen return avenger doomsday
197,TcMBFSGVi1c,Avengers Endgame Trailer,Who was after seeing dooms day trailer 3 X-Men,who was after seeing dooms day trailer  xmen,seeing doom day trailer xmen
198,TcMBFSGVi1c,Avengers Endgame Trailer,Who's here after the X men doomsday trailer,whos here after the x men doomsday trailer,who x men doomsday trailer
199,TcMBFSGVi1c,Avengers Endgame Trailer,Doomsday Wait,doomsday wait,doomsday wait
200,TcMBFSGVi1c,Avengers Endgame Trailer,"""I wish there was a way to know you're in the good old days before you've actually left them""",i wish there was a way to know youre in the good old days before youve actually left them,wish way know youre good old day youve actually left
